name,url,profile,additional_urls
John Mitchell,https://www.cs.stanford.edu/people/john-mitchell,"Main content start Mary and Gordon Crary Family Professor in the School of Engineering, and Professor, by courtesy, of Electrical Engineering and of Education John Mitchell Mary and Gordon Crary Family Professor in the School of Engineering, and Professor, by courtesy, of Electrical Engineering and of Education John Mitchell is the Mary and Gordon Crary Family Professor, professor of computer science, and by courtesy professor of electrical engineering and professor of education. He was previously Stanford Vice Provost for Teaching and Learning and chair of the Computer Science Department. As vice provost, his team worked with more than 500 Stanford faculty members and instructors on over 1,000 online projects for campus or public audiences and organized the Year of Learning to envision the future of teaching and learning at Stanford and beyond. As co-director of the Lytics Lab, Carta Lab and Pathways Lab, he has worked to improve educational outcomes through data-driven research and iterative design. Mitchell’s research focusses on programming languages, computer security and privacy, blockchain, machine learning, and technology for education.  Sample publications include Reinforcement Learning for the Adaptive Scheduling of Educational Activities (CHI 2020), Automated Analysis of Cryptographic Assumptions in Generic Group Models (J. Cryptology, 2019),  Evaluating the privacy properties of telephone metadata (PNAS 2016), and Third-party web tracking: Policy and Technology (IEEE S&P). He is the author of two textbooks, Foundations for Programming Languages (1996) and Concepts in Programming Languages (2002). With over 250 publications and over 30,000 citations, he has led research projects on a range of topics, been a consultant or advisor to many companies, and served as editor-in-chief of the Journal of Computer Security. Mitchell’s first research project in online learning started in 2009, when he and six undergraduate students built Stanford CourseWare, an innovative platform that expanded to support interactive video and discussion. CourseWare served as the foundation for initial flipped classroom experiments at Stanford and helped inspire the first massive open online courses (MOOCs) from Stanford. Education BS, Stanford Univeristy, Mathematics  (1978) PhD, MIT, Computer Science  (1984) Contact (650) 723-8634 mitchell@cs.stanford.edu Mail Code 9045 View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Subhasish Mitra,https://www.cs.stanford.edu/people/subhasish-mitra,"Main content start William E. Ayer Professor of Electrical Engineering and Professor of Computer Science Subhasish Mitra William E. Ayer Professor of Electrical Engineering and Professor of Computer Science Subhasish Mitra holds the William E. Ayer Endowed Chair Professorship in the Departments of Electrical Engineering and Computer Science at Stanford University. He directs the Stanford Robust Systems Group, serves on the leadership team of the Microelectronics Commons AI Hardware Hub funded by the US CHIPS and Science Act, leads the Computation Focus Area of the Stanford SystemX Alliance, and is the Associate Chair (Faculty Affairs) of Computer Science. His research ranges across Robust Computing, NanoSystems, Electronic Design Automation (EDA), and Neurosciences. Results from his research group have influenced almost every contemporary electronic system and have inspired significant government and research initiatives in multiple countries. He has held several international academic appointments — the Carnot Chair of Excellence in NanoSystems at CEA-LETI in France, Invited Professor at EPFL in Switzerland, and Visiting Professor at the University of Tokyo in Japan. Prof. Mitra also has consulted for major technology companies including AMD (XIlinx), Cisco, Google, Intel, Merck (EMD Electronics), and Samsung. In the field of Robust Computing, he has created many key approaches for circuit failure prediction, on-line diagnostics, QED system validation, soft error resilience, and X-Compact test compression. Their adoption by industry is growing rapidly, in markets ranging from cloud computing to automotive systems, under various names (System Lifecycle Management, Predictive Health Monitoring, In-System Test Architecture, In-field Scan). His X-Compact approach has proven essential to cost-effective manufacturing and high-quality testing of almost all 21st century systems. X-Compact and its derivatives enabled billions of dollars of cost savings across the industry. In the field of NanoSystems, with his students and collaborators, he demonstrated several firsts:  the first NanoSystems hardware among all beyond-silicon nanotechnologies for energy-efficient computing (the carbon nanotube computer), the first 3D NanoSystem with computation immersed in data storage, the first published end-to-end computing systems using resistive memories (Resistive RAM-based non-volatile computing systems delivering 10-fold energy efficiency versus embedded flash), and the first monolithic 3D integration combining heterogeneous logic and memory technologies in a silicon foundry. These received wide recognition: cover of NATURE, several Highlights to the US Congress, and highlight as ""important scientific breakthrough"" by news organizations worldwide. Prof. Mitra's honors include the Harry H. Goode Memorial Award (by IEEE Computer Society for outstanding contributions in the information processing field), Newton Technical Impact Award in EDA (test-of-time honor by ACM SIGDA and IEEE CEDA), the University Researcher Award (by Semiconductor Industry Association and Semiconductor Research Corporation to recognize lifetime research contributions), the EDAA Achievement Award (by European Design and Automation Association, given to individuals who made outstanding contributions to electronic design, automation and testing in their life), the Intel Achievement Award (Intel’s highest honor), and the Distinguished Alumnus Award from the Indian Institute of Technology, Kharagpur. He and his students have published over 15 award-winning papers across 5 topic areas (technology, circuits, EDA, test, verification) at major venues including the Design Automation Conference, International Electron Devices Meeting, International Solid-State Circuits Conference, International Test Conference, Symposia on VLSI Technology/VLSI Circuits, and Formal Methods in Computer-Aided Design. Stanford undergraduates have honored him several times ""for being important to them."" He is a Fellow of the Association for Computing Machinery (ACM) and the Institute of Electrical and Electronics Engineers (IEEE), and a Foreign Member of Academia Europaea. Contact subh@stanford.edu Mail Code 9030 Links https://rsg.stanford.edu/ View Full Stanford Profile Back to Top",https://rsg.stanford.edu/
Kunle Olukotun,https://www.cs.stanford.edu/people/oyekunle-olukotun,"Main content start Cadence Design Systems Professor, Professor of Electrical Engineering and of Computer Science Kunle Olukotun Cadence Design Systems Professor, Professor of Electrical Engineering and of Computer Science Kunle Olukotun is the Cadence Design Professor of Electrical Engineering and Computer Science at Stanford University. Olukotun is a pioneer in multicore processor design and the leader of the Stanford Hydra chip multiprocessor (CMP) research project. He founded Afara Websystems to develop high-throughput, low-power multicore processors for server systems. The Afara multi-core processor, called Niagara, was acquired by Sun Microsystems and now powers Oracle's SPARC-based servers. In 2017, Olukotun co-founded SambaNova Systems, a Machine Learning and Artificial Intelligence company, and continues to lead as their Chief Technologist. Olukotun is the Director of the Pervasive Parallel Lab and a member of the Data Analytics tor What's Next (DAWN) Lab, developing infrastructure for usable machine learning. He is a member of the National Academy of Engineering, an ACM Fellow, and an IEEE Fellow for contributions to multiprocessors on a chip design and the commercialization of this technology. He also received the Harry H. Goode Memorial Award. Olukotun received his Ph.D. in Computer Engineering from The University of Michigan. Education PhD, Michigan (1991) Contact (650) 725-3713 kunle@stanford.edu Mail Code 9030 Links Personal Site View Full Stanford Profile Back to Top",http://arsenalfc.stanford.edu/kunle/
John Ousterhout,https://www.cs.stanford.edu/people/john-ousterhout,"Main content start Leonard Bosack and Sandy K. Lerner Professor of Engineering, Professor of Computer Science and, by courtesy, of Electrical Engineering John Ousterhout Leonard Bosack and Sandy K. Lerner Professor of Engineering, Professor of Computer Science and, by courtesy, of Electrical Engineering John Ousterhout is Professor of Computer Science at Stanford University. His research addresses a wide range of topics related to infrastructure for building software systems, including distributed systems, operating systems, storage systems, development frameworks, and programming languages. His current research is in the area of granular computing: new software stack layers that allow the execution of large numbers of very small tasks (as short as a few microseconds) in a datacenter. His current projects are developing new techniques for thread management, network communication, and logging. Ousterhout's prior positions include 14 years in industry, where he founded two companies (Scriptics and Electric Cloud), preceded by 14 years as Professor of Computer Science at U.C. Berkeley.  He is the creator of the Tcl scripting language and is also well known for his work in distributed operating systems and file systems.  Ousterhout received a BS degree in Physics from Yale University and a PhD in Computer Science from Carnegie Mellon University. He is a member of the National Academy of Engineering and has received numerous awards, including the ACM Software System Award, the ACM Grace Murray Hopper Award, the National Science Foundation Presidential Young Investigator Award, and the U.C. Berkeley Distinguished Teaching Award. Education PhD, Carnegie Mellon, Computer Science  (1980) BS, Yale University, Physics  (1975) Contact (650) 721-6325 ouster@cs.stanford.edu Mail Code 9030 Links My Home Page View Full Stanford Profile Back to Top",https://web.stanford.edu/~ouster
Christopher Piech,https://www.cs.stanford.edu/people/chris-piech,"Main content start Assistant Professor (Teaching) of Computer Science and, by courtesy, of Education Christopher Piech Assistant Professor (Teaching) of Computer Science and, by courtesy, of Education Contact cpiech@stanford.edu Mail Code 9015 View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Balaji Prabhakar,https://www.cs.stanford.edu/people/balaji-prabhakar,"Main content start VMware Founders Professor of Computer Science, Professor of Electrical Engineering and, by courtesy, of Operations, Information and Technology at the Graduate School of Business Balaji Prabhakar VMware Founders Professor of Computer Science, Professor of Electrical Engineering and, by courtesy, of Operations, Information and Technology at the Graduate School of Business Prabhakar's research focuses on the design, analysis, and implementation of data networks: both wireline and wireless. He has been interested in designing network algorithms, problems in ad hoc wireless networks, and designing incentive mechanisms. He has a long-standing interest in stochastic network theory, information theory, algorithms, and probability theory. Education PhD, UCLA (1994) Contact balaji@stanford.edu Mail Code 9510 View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Priyanka Raina,https://www.cs.stanford.edu/people/priyanka-raina-0,"Main content start Assistant Professor of Electrical Engineering, by courtesy, of Computer Science Priyanka Raina Assistant Professor of Electrical Engineering, by courtesy, of Computer Science Priyanka Raina is an Assistant Professor of Electrical Engineering at Stanford University. She received her BTech in Electrical Engineering from the IIT Delhi in 2011 and her SM and PhD in Electrical Engineering and Computer Science from MIT in 2013 and 2018. Priyanka’s research is on creating high-performance and energy-efficient architectures for domain-specific hardware accelerators in existing and emerging technologies and agile hardware-software co-design. Her research has won best paper awards at VLSI, ESSCIRC and MICRO conferences and in the JSSC journal. Priyanka teaches several VLSI design classes at Stanford. She has also won the Intel Rising Star Faculty Award, Hellman Faculty Scholar Award and is a Terman Faculty Fellow. Education Ph.D., Massachusetts Institute of Technology (MIT), Electrical Engineering and Computer Science (2018) S.M., Massachusetts Institute of Technology (MIT), Electrical Engineering and Computer Science (2013) B.Tech., Indian Institute of Technology (IIT) Delhi, Electrical Engineering (2011) Contact praina@stanford.edu Mail Code 4070 View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Christopher Re,https://www.cs.stanford.edu/people/chris-re,"Main content start Professor of Computer Science Christopher Re Professor of Computer Science Christopher (Chris) Re is a professor in the Department of Computer Science at Stanford University. He is in the Stanford AI Lab and is affiliated with the Machine Learning Group and the Center for Research on Foundation Models.  His recent work is to understand how software and hardware systems will change because of machine learning along with a continuing, petulant drive to work on math problems. Research from his group has been incorporated into scientific efforts, finding extrasolar neutrinos or developing Evo, a DNA foundation model, and humanitarian efforts, such as the fight against human trafficking. His work is used in products from companies including Apple, Google, YouTube, and more. His friends let him tag along to found companies while they did the hard work of building them. He loves investing in technology companies and built a firm to do more of it. His family still brags that he received the MacArthur Foundation Fellowship, but his closest friends are confident that it was a mistake. His research contributions have spanned database theory, database systems, and machine learning, and his work has won best paper at a premier venue in each area, respectively, at PODS 2012, SIGMOD 2014, and ICML 2016. Due to great collaborators, he received the NeurIPS 2020 test-of-time award and the PODS 2022 test-of-time award. Due to great students, he received best paper at MIDL 2022, best paper runner up at ICLR22 and ICML22, and best student-paper runner up at UAI22. Contact chrismre@stanford.edu Mail Code 9040 Links My homepage View Full Stanford Profile Back to Top",http://cs.stanford.edu/people/chrismre/
Omer Reingold,https://www.cs.stanford.edu/people/omer-reingold,Main content start Rajeev Motwani Professor of Computer Science Omer Reingold Rajeev Motwani Professor of Computer Science Contact omreing@stanford.edu Mail Code 9045 Links My homepage View Full Stanford Profile Back to Top,https://omereingold.wordpress.com/
Bruno Ribeiro,https://www.cs.stanford.edu/people/bruno-robeiro,"Main content start Visiting Associate Professor Bruno Ribeiro Visiting Associate Professor Bruno Ribeiro is an Associate Professor in the Department of Computer Science at Purdue University and currently a Visiting Associate Professor at Stanford University. Before joining Purdue, he earned his Ph.D. from the University of Massachusetts Amherst and was a postdoctoral fellow at Carnegie Mellon University. Ribeiro has made significant contributions in the intersection between invariant theory, graph learning, and out-of-distribution robustness. Ribeiro received an NSF CAREER award in 2020, an Amazon Research Award in 2022, and multiple best paper awards. Back to Top",https://www.cs.stanford.edu/events
Mendel Rosenblum,https://www.cs.stanford.edu/people/mendel-rosenblum,"Main content start Cheriton Family Professor and Professor of Electrical Engineering Mendel Rosenblum Cheriton Family Professor and Professor of Electrical Engineering Rosenblum’s research interests include system software, distributed systems, and computer architecture. He has published research in the area of disk storage management, computer simulation techniques, scalable operating system  structure, virtualization computer security, and mobility. He is also a co-founder VMware Inc. As the Chief Scientist of VMware for the company’s first 10 years he helped design and build virtualization technology for commodity computing platforms. Education PhD, UC Berkeley (1992) MS, UC Berkeley (1989) BA, University of Virginia (1984) Contact (650) 723-0474 mendel@cs.stanford.edu Mail Code 9030 Links Platform Lab View Full Stanford Profile Back to Top",https://platformlab.stanford.edu/index.php
Aviad Rubinstein,https://www.cs.stanford.edu/people/aviad-rubinstein,Main content start Assistant Professor of Computer Science Aviad Rubinstein Assistant Professor of Computer Science Contact aviad@stanford.edu Mail Code 9045 Links https://cs.stanford.edu/~aviad/ View Full Stanford Profile Back to Top,https://cs.stanford.edu/ https://cs.stanford.edu/~aviad/
Dorsa Sadigh,https://www.cs.stanford.edu/people/dorsa-sadigh,"Main content start Associate Professor of Computer Science, of Electrical Engineering and Senior Fellow at the Stanford Institute for Human-Centered AI Dorsa Sadigh Associate Professor of Computer Science, of Electrical Engineering and Senior Fellow at the Stanford Institute for Human-Centered AI Contact (949) 929-3559 dorsa@cs.stanford.edu Mail Code 9010 View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Mehran Sahami,https://www.cs.stanford.edu/people/mehran-sahami,"Main content start Tencent Chair of the of the Computer Science Department, James and Ellenor Chesebrough Professor and Senior Fellow, by courtesy, at the Freeman Spogli Institute for International Studies Mehran Sahami Tencent Chair of the of the Computer Science Department, James and Ellenor Chesebrough Professor and Senior Fellow, by courtesy, at the Freeman Spogli Institute for International Studies Mehran Sahami is Tencent Chair of the Computer Science Department and the James and Ellenor Chesebrough Professor in the School of Engineering.  As a Professor (Teaching) in the Computer Science department, he is also a Bass Fellow in Undergraduate Education and previously served as the Associate Chair for Education in Computer Science.  Prior to joining the Stanford faculty, he was a Senior Research Scientist at Google.  His research interests include computer science education, artificial intelligence, and ethics.  He served as co-chair of the ACM/IEEE-CS joint task force on Computer Science Curricula 2013, which created curricular guidelines for college programs in Computer Science at an international level.  He has also served as chair of the ACM Education Board, an elected member of the ACM Council, and was appointed by California Governor Jerry Brown to the state's Computer Science Strategic Implementation Plan Advisory Panel. Education PhD, Stanford University, Computer Science  (1999) Contact sahami@cs.stanford.edu Mail Code 9015 View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Tselil Schramm,https://www.cs.stanford.edu/people/tselil-schramm,"Main content start Assistant professor of statistics and, by courtesy, of computer science Tselil Schramm Assistant professor of statistics and, by courtesy, of computer science Back to Top",https://www.cs.stanford.edu/events
Aaron Sidford,https://www.cs.stanford.edu/people/aaron-sidford,Main content start Associate Professor of Management Science and Engineering and of Computer Science Aaron Sidford Associate Professor of Management Science and Engineering and of Computer Science Contact sidford@stanford.edu Mail Code 4026 Links Personal Website View Full Stanford Profile Back to Top,http://web.stanford.edu/~sidford/
Micah Steven Siegel,https://www.cs.stanford.edu/people/micah-steven-siegel,"Main content start Visiting Professor Micah Steven Siegel Visiting Professor Micah joined the Stanford faculty as a Consulting Professor in 2006 and returned to investing full-time in 2014. His engineering research focused primarily on finding commercial applications of new software and hardware technologies, such as scientific instrumentation, molecular biology tools and AI systems. From 2006 to 2013 he also taught the graduate-level course Business for Engineers (EE204) . The EE204 course was directed to Engineering, Life Science, and Computer Science students at Stanford and covered the basic principles of business, from the engineer's perspective. Topics of EE204 included new product development, marketing, intellectual property, accounting and finance, with a focus on building profitable and well-funded technology companies based on high-profile academic research. Micah's students at Stanford have gone on to start a number of successful Silicon Valley companies such as Gusto , Notion , Visby Medical , Pulse ( acquired by LinkedIn for $90 million in 2013) and Katango ( acquired by Google in 2011). Micah was the first investor in companies that have been acquired for more than $2 billion in cash. Micah is an active investor in new technology companies formed by students, faculty, and former students at the earliest stage (often before there is a company) through his private venture capital fund, C2C Ventures , where he is the sole Managing Director. He helps founders discover attractive markets for new technologies and secure rich customers who will move fast and pay a premium for a unique solution. A market on the path to a $1B potential allows for error and time for real margins to develop. His passion is helping missionary entrepreneurs, professors and students commercialize the “Next Big Thing” in computational biology, enterprise software, scientific instruments and other technology platforms that generate complex intellectual property. A small number of companies are formed every year with foundational technologies that will change the world. Frequently these technologies were developed at universities by academic founders with limited business experience. Micah aspires to identify those companies and partner with their founders at the earliest stage to become their trusted source of capital and advice. Micah was an early VC investor in Stack Overflow (started in 2010, acquired in 2021 by Prosus for $1.8 billion in cash), Cellular Research (started at Stanford in 2013, acquired in 2015 by Becton Dickinson for $120 million in cash), Sentry (started at Disqus in 2013), BioImagene (started at UCLA in 2003, acquired in 2010 by Roche for $100 million in cash), Judicata (started at Stanford in 2012, acquired in 2020 by FastCase), Hadapt (started at Yale in 2011, acquired in 2014 by Teradata), and C2C Patents (started at Stanford in 2014). Earlier he was an investor in Affinity Engines (started at Stanford in 2002, litigation resulted in a license and settlement with Google in 2006), and Adapt Technologies (started at Caltech in 2004, acquired in 2008 by Webvisible, now a subsidiary of Vivial ). These companies have raised more than $70 million in seed-stage venture capital and $525 million in follow-on capital from Accel Partners, Andreessen Horowitz, Bezos Expeditions, Founders Fund, Index Ventures, Khosla Ventures, New Enterprise Associates, Union Square Ventures, and other leading venture capital firms. He began his career in 1993 working directly for Carver Mead to design early artificial intelligence (AI) systems in VLSI. In 1999, he and Craig Johnson , a well-known Silicon Valley lawyer, formed C2C Ventures. Micah is a techie and the co-inventor of several U.S. patents related to genetic engineering and software systems, and was recognized in 2009, 2010, 2011 and 2012 by Intellectual Asset Management Magazine as one of the world's 250 ""Leading IP Experts"" (""IAM 250""), and in 2003 by MIT Technology Review magazine, as ""one of the top 100 innovators of the world"" ("" TR100 List ""). He was born the eldest of six children and raised in Okemos, Michigan. He graduated with a B.S. from Yale University (Phi Beta Kappa, magna cum laude ) and received a Ph.D. in Computation and Neural Systems from the California Institute of Technology. He can be reached at msiegel@c2cventures.com and on twitter Back to Top",https://www.cs.stanford.edu/events
Shuran Song,https://www.cs.stanford.edu/people/shuran-song,"Main content start Assistant professor of electrical engineering and, by courtesy, of computer science Shuran Song Assistant professor of electrical engineering and, by courtesy, of computer science Shuran Song is an Assistant Professor of Electrical Engineering at Stanford University. Before joining Stanford, she was faculty at Columbia University. Shuran received her Ph.D. in Computer Science at Princeton University, BEng. at HKUST. Her research interests lie at the intersection of computer vision and robotics. Song’s research has been recognized through several awards, including the Best Paper Awards at RSS’22 and T-RO’20, Best System Paper Awards at CoRL’21, RSS’19, and finalists at RSS, ICRA, CVPR, and IROS. She is also a recipient of the NSF Career Award, Sloan Foundation fellowship as well as research awards from Microsoft, Toyota Research, Google, Amazon, and JP Morgan. Contact View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Hariharan Subramonyam,https://www.cs.stanford.edu/people/hariharan-subramonyam,"Main content start Assistant professor (research) of education and, by courtesy, of computer science Hariharan Subramonyam Assistant professor (research) of education and, by courtesy, of computer science Hari Subramonyam is an Assistant Professor (Research) at the Graduate School of Education and a Faculty Fellow at Stanford's Institute for Human-Centered AI. He is also a member of the HCI Group at Stanford. His research focuses on augmenting critical human tasks (such as learning, creativity, and sensemaking) with AI by incorporating principles from cognitive psychology. He also investigates support tools for multidisciplinary teams to co-design AI experiences. His work has received multiple best paper awards at top human-computer interaction conferences, including CHI and IUI. Education Ph.D. Information, University of Michigan, Dissertation: Role of End-User Data in Co-Designing AI-Powered Applications (2021) B.E. Telecommunication, CMR Institute of Technology (2008) M.S. Information, University of Michigan, Human Computer Interaction (2015) Contact View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Vasilis Syrgkanis,https://www.cs.stanford.edu/people/vasilis-syrgkanis,"Main content start Assistant professor of management science and engineering and, by courtesy, of computer science and electrical engineering Vasilis Syrgkanis Assistant professor of management science and engineering and, by courtesy, of computer science and electrical engineering Contact View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Li-Yang Tan,https://www.cs.stanford.edu/people/li-yang-tan,"Main content start Assistant Professor of Computer Science Li-Yang Tan Assistant Professor of Computer Science Education Ph.D., Columbia University Contact Links My academic website View Full Stanford Profile Back to Top",http://theory.stanford.edu/~liyang
Caroline Trippel,https://www.cs.stanford.edu/people/caroline-trippel,"Main content start Assistant Professor of Computer Science and of Electrical Engineering Caroline Trippel Assistant Professor of Computer Science and of Electrical Engineering Caroline Trippel is an Assistant Professor in the Computer Science and Electrical Engineering Departments at Stanford University working in the area of computer architecture. Prior to starting at Stanford, Trippel spent nine months as a Research Scientist at Facebook in the FAIR SysML group. Her work focuses on promoting correctness and security as first-order computer systems design metrics (akin to performance and power). A central theme of her work is leveraging formal methods techniques to design and verify hardware systems in order to ensure that they can provide correctness and security guarantees for the applications they intend to support. Additionally, Trippel has been recently exploring the role of architecture in enabling privacy-preserving machine learning, the role of machine learning in hardware systems optimizations, particularly in the context of neural recommendation, and opportunities for improving datacenter and at-scale machine learning reliability. Trippel's research has influenced the design of the RISC-V ISA memory consistency model both via her formal analysis of its draft specification and her subsequent participation in the RISC-V Memory Model Task Group. Additionally, her work produced a novel methodology and tool that synthesized two new variants of the now-famous Meltdown and Spectre attacks. Trippel's research has been recognized with IEEE Top Picks distinctions, the 2020 ACM SIGARCH/IEEE CS TCCA Outstanding Dissertation Award, and the 2020 CGS/ProQuest® Distinguished Dissertation Award in Mathematics, Physical Sciences, & Engineering. She was also awarded an NVIDIA Graduate Fellowship (2017-2018) and selected to attend the 2018 MIT Rising Stars in EECS Workshop. Trippel completed her PhD in Computer Science at Princeton University and her BS in Computer Engineering at Purdue University. Contact trippel@stanford.edu Mail Code 9030 View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Gregory Valiant,https://www.cs.stanford.edu/people/gregory-valiant,"Main content start Associate Professor of Computer Science Gregory Valiant Associate Professor of Computer Science Education PhD, UC Berkeley, Computer Science  (2012) BA, Harvard University, Mathematics  (2006) Contact gvaliant@stanford.edu Mail Code 9045 Links My academic website View Full Stanford Profile Back to Top",http://theory.stanford.edu/~valiant/
Ellen Vitercik,https://www.cs.stanford.edu/people/ellen-vitercik,Main content start Assistant Professor of Management Sciences and Engineering and of Computer Science Ellen Vitercik Assistant Professor of Management Sciences and Engineering and of Computer Science Contact vitercik@stanford.edu Mail Code 4026 Links https://vitercik.github.io/ View Full Stanford Profile Back to Top,https://vitercik.github.io/
Jennifer Widom,https://www.cs.stanford.edu/people/jennifer-widom-0,"Main content start Frederick Emmons Terman Dean of the School of Engineering Fletcher Jones Professor in Computer Science and Electrical Engineering Jennifer Widom Frederick Emmons Terman Dean of the School of Engineering, Fletcher Jones Professor in Computer Science and Electrical Engineering Jennifer Widom is the Frederick Emmons Terman Dean of the School of Engineering and the Fletcher Jones Professor in Computer Science and Electrical Engineering at Stanford University. She served as Computer Science Department Chair from 2009-2014 and School of Engineering Senior Associate Dean from 2014-2016. Jennifer received her Bachelor's degree from the Indiana University Jacobs School of Music in 1982 and her Computer Science Ph.D. from Cornell University in 1987. She was a Research Staff Member at the IBM Almaden Research Center before joining the Stanford faculty in 1993. Her research interests span many aspects of nontraditional data management. She is an ACM Fellow and a member of the National Academy of Engineering and the American Academy of Arts & Sciences; she received a Guggenheim Fellowship in 2000, the ACM SIGMOD Edgar F. Codd Innovations Award in 2007, the ACM-W Athena Lecturer Award in 2015, and the EPFL-WISH Foundation Erna Hamburger Prize in 2018. Education PhD, Cornell University, Computer Science (1987) MS, Cornell University, Computer Science (1985) MS, Indiana University, Computer Science (1983) BS, Indiana University Jacobs School of Music, Music (1982) Contact View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Keith Winstein,https://www.cs.stanford.edu/people/keith-winstein,"Main content start Associate Professor of Computer Science and, by courtesy, of Electrical Engineering Keith Winstein Associate Professor of Computer Science and, by courtesy, of Electrical Engineering Keith Winstein is an associate professor of computer science and, by courtesy, of electrical engineering at Stanford University. His research group creates new kinds of networked systems by rethinking abstractions around communication, compression, and computing. Some of his group’s research has found broader use, including the Mosh tool, the Puffer video-streaming site, the Lepton compression tool, the Mahimahi network emulators, and the gg lambda-computing framework. He has received the SIGCOMM Rising Star Award, the Sloan Research Fellowship, the NSF CAREER Award, the Usenix NSDI Community Award (2020, 2017), the Usenix ATC Best Paper Award, the Applied Networking Research Prize, the SIGCOMM Doctoral Dissertation Award, and a Sprowls award for best doctoral thesis in computer science at MIT. Winstein previously served as a staff reporter at The Wall Street Journal and worked at Ksplice, a startup company (now part of Oracle) where he was the vice president of product management and business development and also cleaned the bathroom. He did his undergraduate and graduate work at MIT. Contact keithw@cs.stanford.edu View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Mary Wootters,https://www.cs.stanford.edu/people/mary-wootters,Main content start Associate Professor of Computer Science and of Electrical Engineering Mary Wootters Associate Professor of Computer Science and of Electrical Engineering Contact marykw@stanford.edu Mail Code 9045 Links Personal website View Full Stanford Profile Back to Top,http://sites.google.com/site/marywootters
Jiajun Wu,https://www.cs.stanford.edu/people/jiajun-wu,"Main content start Assistant Professor of Computer Science and, by courtesy, of Psychology Jiajun Wu Assistant Professor of Computer Science and, by courtesy, of Psychology Jiajun Wu is an Assistant Professor of Computer Science and, by courtesy, of Psychology at Stanford University, working on computer vision, machine learning, and computational cognitive science. Before joining Stanford, he was a Visiting Faculty Researcher at Google Research. He received his PhD in Electrical Engineering and Computer Science from the Massachusetts Institute of Technology. Wu's research has been recognized through the Young Investigator Programs (YIP) by ONR and by AFOSR, the NSF CAREER award, the Okawa research grant, the AI's 10 to Watch by IEEE Intelligent Systems, paper awards and finalists at ICCV, CVPR, SIGGRAPH Asia, ICRA, CoRL, and IROS, dissertation awards from ACM, AAAI, and MIT, the 2020 Samsung AI Researcher of the Year, and faculty research awards from J.P. Morgan, Samsung, Amazon, and Meta. Education Ph.D., MIT, EECS  (2020) S.M., MIT, EECS  (2016) Contact jiajunwu@cs.stanford.edu Mail Code 9020 Links Personal Site Google Scholar DBLP View Full Stanford Profile Back to Top",https://jiajunwu.com/
Daniel Yamins,https://www.cs.stanford.edu/people/dan-yamins,"Main content start Associate Professor of Psychology and of Computer Science Daniel Yamins Associate Professor of Psychology and of Computer Science Education Ph.D., Harvard University, Applied Mathematics  (2008) Contact yamins@stanford.edu Mail Code 2130 Links NeuroAILab View Full Stanford Profile Back to Top",http://neuroailab.stanford.edu/
Diyi Yang,https://www.cs.stanford.edu/people/diyi-yang,"Main content start Assistant Professor of Computer Science Diyi Yang Assistant Professor of Computer Science Diyi Yang is an Assistant Professor in Computer Science at Stanford University.  Professor Yang's research interests are Computational Social Science and Natural Language Processing. Her research goal is to understand the social aspects of language and then build socially aware NLP systems to better support human-human and human-computer interaction. Professor Yang received her PhD from the School of Computer Science, Carnegie Mellon University, and her bachelor's degree from Shanghai Jiao Tong University, China. Her work has received multiple best paper nominations or awards at ICWSM, EMNLP, SIGCHI, ACL, and CSCW.   She is a recipient of Forbes 30 under 30 in Science,  IEEE “AI 10 to Watch”, the Intel Rising Star Faculty Award,  Microsoft Research Faculty Fellowship, and NSF CAREER Award. Contact diyiy@stanford.edu Mail Code 9020 Links Personal Site Google Scholar View Full Stanford Profile Back to Top",https://cs.stanford.edu/~diyiy/
James Zou,https://www.cs.stanford.edu/people/james-zou-0,"Main content start Associate Professor of Biomedical Data Science, by courtesy, of Computer Science James Zou Associate Professor of Biomedical Data Science, by courtesy, of Computer Science I am an Assistant Professor of Biomedical Data Science and, by courtesy, of Computer Science and Electrical Engineering at Stanford University. I work on making machine learning more reliable, human-compatible and statistically rigorous, and am especially interested in applications in human disease and health. I received my Ph.D from Harvard in 2014, and was at one time a member of Microsoft Research, a Gates Scholar at Cambridge and a Simons fellow at U.C. Berkeley. I joined Stanford in 2016 and am excited to also be a Chan-Zuckerberg Investigator. We are also a part of the Stanford AI Lab. My research is supported by the Sloan Fellowship, the NSF CAREER Award, and the Google and Tencent AI awards. Contact jamesz@stanford.edu Mail Code 5464 Links My website View Full Stanford Profile Back to Top",https://www.james-zou.com/
